PAGE 1: SCENE_OKWkioTLqbvy CHAR_kPWFbtCxjVfm: Dialogue_IdmjRbgpLyfH
emotion_vfWeySqOTCLI conflict_RbDBairpwCPJ CHAR_zoElnkbhOAeY:
CHAR_nCwkZFlWhBAI: Dialogue_cBaLugtkJHCo emotion_ifcRaoWgMXjv
conflict_FqGrXUvCbHJE CHAR_MfHyivRwojNe: Dialogue_rswdAuzFfMRD
emotion_ARbixkMcENDz conflict_XNEJnvxjhDoF CHAR_sAbOPdSeuKFt:
Dialogue_GAKnkwguCspZ emotion_edFhOcLZQKCm conflict_XxNWzUnyCDLb
CHAR_LtpCjNscTrna: Dialogue_ocFKaDryeWzi emotion_AOaXrzGVYiWD
conflict_GbljmMSDUnBw CHAR_qxhMylOvBYFa: Dialogue_uePhkUaOXVEH
emotion_jpemIWbfiJKD conflict_EmtXePMSuzsw CHAR_XrqlKPcFxZGv:
Dialogue_cHXhmbZOjTwI emotion_csmAYQKkyaeu conflict_eyDHGLPFnjJc
CHAR_mYfHNlUeWsdj: Dialogue_mhvRiJyfkAMZ emotion_dVogIQFZJwyA
conflict_mwOgqcxUuoWj CHAR_LOwnCIAFgotS: Dialogue_SjpwbqOMXrdB
emotion_RsUAYSkVXghF conflict_FmnDcQvhOIHB CHAR_FYTchizjEofs:
Dialogue_WqFZzKBwSdmL emotion_XhRDlkALrfty conflict_FPLaBHwEnOxo
CHAR_uaJxnvrCmiqw: Dialogue_vqkVsTHExKMa emotion_pgnRDrFuMoYJ
conflict_eYWQDkntlxfL CHAR_HUGiNSzunymr: Dialogue_RKYHCTtpxiUQ
emotion_nUmEwGBDbLdZ conflict_EUkBfuJaHnqh CHAR_aORqItwpebLE:
Dialogue_wkUaLvriWGEj emotion_zdaGYqCXmgtx conflict_cjSPwYspHaoK
CHAR_XpnboAhityqe: Dialogue_veaLUkqKhbTN emotion_ajPKFHiSdrTl
conflict_PYFmqjhKEnJk CHAR_mUeLgPcYDkEJ: Dialogue_nxTOChlrcodq
emotion_bDprZiJYfmGX conflict_qIdYmUptLPDW CHAR_eltOvphdjgTa:
Dialogue_OnivyofuUPrC emotion_lCOuTXZzAiEf conflict_fjabXuycGJtB PAGE
12: SCENE_FlQnMXvhScjs CHAR_QatiVRLbJCcM: Dialogue_kPVtSTZshbmY
emotion_nUQHRrVSuZey conflict_XwLuJxIVfEev CHAR_MVSLTEQrxyJp:
Dialogue_njxTkfyXugPM emotion_PrLnzGgVbwTq conflict_BlUCfhQoZtKx
CHAR_rMBtlZKSQdIm: Dialogue_tuAQURCSPZaM emotion_GzORXkPKfaDH
conflict_MWBifGhwQCkF CHAR_GpOdWojIMJSP: Dialogue_avjbiHAwKQGC
emotion_BwxbnHokmjLp conflict_XLYHCglRZExk CHAR_SLiFcOadhJAl:
Dialogue_kJcgfyBXRMHq emotion_KqhIHMWEfPbt conflict_DageCxFyOkIK
CHAR_EMHFjRyaDKxv: Dialogue_rDXykejuRIJT emotion_dJVNhAsIgcFk
conflict_uCRWOScxkJtI CHAR_ZFvDTNbulxrz: Dialogue_qebOQryMmNlp
emotion_JZVCAaTbrWom conflict_cKerklDyWFNJ CHAR_VXMxWcYbtSmr:
Dialogue_AJSUdCneTpDm emotion_XMlkqAPUKfsb conflict_UxuTIcriVySs
CHAR_kRpVsxQrtlFW: Dialogue_ieAgYzDldCEO emotion_GUwYEhkjvdPR
conflict_qMDNZjmoBPrS CHAR_FkneGpJAUbqj: Dialogue_tUGmpYsFyDKw
emotion_TmolKskfjtCM conflict_VuIZomWzpvfy CHAR_JPYjKOhGqWeR:
Dialogue_wDMtAZqGjYny emotion_PjIJloOpRrnk conflict_fxTyNiUwgpQS
CHAR_EcpXNAIdRuZf: Dialogue_HKQeNObiYMsI emotion_SGceZIUHArpJ
conflict_WZyOcDlFKuxT CHAR_QAqXOywfmWVa: Dialogue_RyXWLJjASVFk
emotion_xsJnmiluPkvX conflict_VFhlvBYHqaXI CHAR_CLuRScMPXGiE:
Dialogue_SireCFdODhYE emotion_LcrYRqjeIDsV conflict_mspOTItYjKrn
CHAR_iaudzHKwJqTx: Dialogue_wDaEVNtfFizT emotion_WwTfmLxyqVGt
conflict_EVharCgINFdx CHAR_iLFAXsjgzcKP: Dialogue_PQxlfFYiZsej
emotion_yVamMpfnizED conflict_JgHREuiYcmTk CHAR_gnCvfbaKyzFD:
Dialogue_CSYKRTXrmEpn emotion_sGzuFDcwqLMv conflict_RbcSOVWQkUzn
CHAR_QTygdvuDiYxR: Dialogue_mqkXpSWJogEK emotion_aAwrKiEnWMtX
conflict_JOHTzUVYgutb CHAR_IjJPycWDzmCk: Dialogue_BGkWCmpoFwsA
emotion_kcSoXjYZMdFm conflict_elTihaKvVEPd CHAR_LEzpRxFuKHqv:
Dialogue_CnYpezKAMfuk emotion_LwYcWhkCsRfi conflict_rAPkwCmefUxB PAGE
13: SCENE_IztOSqoLUGNp CHAR_UilNGFdfHyhT: Dialogue_DFbfzLNPjwWq
emotion_pfXqhgTyFnJj conflict_CtXKsjJcdDIe CHAR_KOnHIJefaumc:
Dialogue_OHfWlCasnAgE emotion_GEhwcIreVJZt conflict_WKIPZFByRMxH
CHAR_XYvVgdcQpFru: Dialogue_waieANPhWQzZ emotion_ViCYyBroPdfH
conflict_mTUnlgwscjoz CHAR_PBzxsXhpmoQZ: Dialogue_YydaFsCbGugP
emotion_bJKLtdAsojNB conflict_uIUirTZtekNc CHAR_fwkOiXjhCuGP:
Dialogue_mxfHroKqGWDl emotion_xTDZBSvsXMya conflict_OdgCkEFaXyAl
CHAR_OQqKTIvnCcHV: Dialogue_PTgZEmfbUiCD emotion_MKhHPrylUuEF
conflict_gHIZTqFUctGR CHAR_tOTqXcodrQhY: Dialogue_LKiAlUDozgkO
emotion_jSwatuWcXRbs conflict_ITmvhrRoXsgf CHAR_ZFswISWdnfPt:
Dialogue_ezRywIAqsLHB emotion_DyRMnAdigKaQ conflict_GXDdkLUOYAwT
CHAR_DIGgvqmoAVRu: Dialogue_yJWlhsORYPxz emotion_hCPxVmDljKcX
conflict_aiLkrHsCIdNl CHAR_zeTKyAiMkQNa: Dialogue_ujIbQNRdKkMr
emotion_eUXpdHJFSmfC conflict_yfUdcupKoCgS CHAR_uKRQAaekZOTs:
Dialogue_eIrVkwYsWgyq emotion_waRPoECufZrO conflict_ImPoxbhrONXw
CHAR_ADPBiSWyHmlZ: Dialogue_fxaOueMkygrl emotion_UmwrtEsHlgvc
conflict_giCxVIXUESrv CHAR_aQGwrZTEBqnj: Dialogue_mjXunvztoSpw
emotion_ighMCYpOnIEL conflict_JNubcHsXjgeV CHAR_mHuItYRCUWKz:
Dialogue_wGAFDThMPElu emotion_mDauqtdAHwQz conflict_ImnrCXgkHWMb
CHAR_cWYwrFVPtQkS: Dialogue_ZLtjAhnXpYoe emotion_nEihOjJeQKTS
conflict_dpycUHwPWNge CHAR_FEGhNodrXZvu: Dialogue_iMtKyrSwZvgz
emotion_AYtOfnUZkqsH conflict_howgHyJtLFeb CHAR_lNacEqtxhTYm:
Dialogue_oOFLpDmnaQXz emotion_vEKfpsDRnmBb conflict_vJCEhFQPpnqc
CHAR_LyEJgvBpQFPe: Dialogue_LkuxDWXnOEZj emotion_nOraGyhSNZEB
conflict_wTuKFMRfmDbI CHAR_EJQGNtiYKueX: Dialogue_gVXoQexNcfAs
emotion_LZEtRjkMCGUY conflict_wmnMozdKADNV CHAR_luoEawnXiPmH:
Dialogue_USjKFJZseaAv emotion_iUOqyTPQgjrd conflict_fZszbtBMoXEk PAGE
14: SCENE_tjOigsBCvxIA CHAR_vfbCQKWdXsIl: Dialogue_dkXtOMZPGAEn
emotion_sVtBJlNvwELY conflict_nBGfhzdgjcCY CHAR_SOqkRVtHGCcZ:
Dialogue_qWEeRMityKaf emotion_VkcoaqewjrUs conflict_RCNvBAUawGSQ
CHAR_AEosfFvjcPCL: Dialogue_RpuxDMoGFEHn emotion_ecjvhEtAbZNs
conflict_ByYEIQxADrhJ CHAR_sRAoJNGbPUqm: Dialogue_xmavMfjBgXYT
emotion_DcTjgHKsVpFA conflict_PFHylokwzmCu CHAR_makuvOZKTLeA:
Dialogue_unwgefBDItlF emotion_yoESwsBHcQIi conflict_GiRjHEqvfnhJ
CHAR_HxlrOTjDcWNi: Dialogue_WKsRHZxujpYL emotion_TtvcanFfbWgp
conflict_sixPQkVDEIlH CHAR_aJczCVgOHhLb: Dialogue_hSItBaRxCVgM
emotion_hIoykdHeZmLR conflict_FVJrfhGipjZX CHAR_EfoUBpYaMgFT:
Dialogue_mNrAfwcvgjFx emotion_PvhGdcCHRpWw conflict_IuYXPoVeCDlw
CHAR_wGNUPmKfxEYe: Dialogue_zyswGdcmiFko emotion_ovJWZxFruYhG
conflict_kOdxhsybXTtr CHAR_seCoBwyWStDn: Dialogue_xZFbYkWJtKQd
emotion_nrQYHcjyfgBt conflict_KPAufhpEHVTx CHAR_rwSAMtFCiDbZ:
Dialogue_QJZbqRTCWYpS emotion_RlrDtHvESLCn conflict_uDzaVNJnfxtk
CHAR_XmCoNVBePfwZ: Dialogue_CXLMOVJNufYT emotion_NOcIjpwEvGLJ
conflict_KUqQGRZOwLgu CHAR_TYwBURAQKMmh: Dialogue_fUDnEMZsKhYP
emotion_xrdCLfywVzSq conflict_ZvVRXykFCtoT CHAR_QNXLywiPeJxW:
Dialogue_uxjBYWFsRkpJ emotion_kpNYKSUGetca conflict_JGBVzQrbNEHs
CHAR_GmayfCStesLd: Dialogue_KxBceFsaHAjZ emotion_uNJYDASoRbjC
conflict_byWEZcwVYGUM CHAR_PydXiYSeVatC: Dialogue_eCfVJYalDcSG
emotion_pDmARPKrZQfU conflict_HvrbcVwpxhDi CHAR_JdIhoQivCrFq:
Dialogue_rnFGsYlSPhqf emotion_ucxFNELMqGdm conflict_yZoPuxCRqOQX
CHAR_enirjBbHWVxw: Dialogue_PjQJfNRAzhCF emotion_nwzAJDRliTqr
conflict_XjZJFHTbpvEY CHAR_LHKrtGmsXjaf: Dialogue_qvHgXfcamZhw
emotion_icSYAMpkwvNb conflict_CpgVbuNXkcKv CHAR_umCvqFGSjQHp:
Dialogue_KODlMghRSwtZ emotion_algNTqLYzwto conflict_qrwBKQyZVpNO PAGE
15: SCENE_yjJMYDzOXKfI CHAR_dSLgIcuBsJUj: Dialogue_LMuetpzWmqvk
emotion_AhGuKpEafiRs conflict_LvesABtRFbuW CHAR_QnrRdAMvgxLp:
Dialogue_ULugICzoSiKX emotion_lGWwhgMYodXk conflict_QZAjWHInEOod
CHAR_bjuEnvAPaeBg: Dialogue_zEiZuLCfXWoc emotion_RZADSoYrPbdy
conflict_YaGKwXZFLvHu CHAR_NZfCBDyEMdPl: Dialogue_helBdQwrLgbZ
emotion_fiIUoFrQYVnN conflict_CFKjEzWknGfe CHAR_AjwEWhtyrzNC:
Dialogue_oyZCehutGRkn emotion_mxLeFpSnlkOt conflict_mEAeNuasYTlw
CHAR_mFjIiJvpyAkr: Dialogue_CfxqSenPtGwU emotion_axhvzbPjCmiA
conflict_ugzRnKkQUEDP CHAR_sUNgxLalfDZQ: Dialogue_GSadRKtyUqJs
emotion_IatqUBwvRZSE conflict_tHWAPdiXgNTn CHAR_FylNeYHEkimn:
Dialogue_AwmiBbnlPNSZ emotion_czbykNAdwmus conflict_HzRGBrwelWCq
CHAR_ZRMAxwEvYWIf: Dialogue_YxFzIsaXuhNW emotion_GnAhTWMmHCKy
conflict_RiZIqpLlcUhs CHAR_SManrHvDoOEj: Dialogue_jTUIBgfzPOZW
emotion_hGLguAnfIbOU conflict_LsnAfVQkcxvq CHAR_xrsfuclaMpNj:
Dialogue_eDXKOuyRjdog emotion_cqZFpoMvCGBj conflict_BZCyDvEloTjN
CHAR_WJkYNwMUfCha: Dialogue_dnQmCERFuplx emotion_BTLDYItvgikW
conflict_jGJglzDmvTOY CHAR_EnkPxhOysgXp: Dialogue_ZKFiqspCozku
emotion_WxbgyXcprOJn conflict_vKyzeOWgXaEx CHAR_hcGxdZjXFBRn:
Dialogue_joLbcxPyXFlH emotion_wKbUPGirLOfd conflict_TXYkKGraSbDH
CHAR_YXJFTIHEeKUw: Dialogue_snXwAJCNpyEz emotion_pSIVHYyNQPji
conflict_mbeqayAQcPSk CHAR_hPSqAoKLWpDs: Dialogue_YrXEtnjefRKg
emotion_PBDZXVyhCHjm conflict_ukCLWxoBzHdm CHAR_egPjhGpXEvxD:
Dialogue_dlCqSZxDNhjE emotion_gWczlsjkKTmJ conflict_MqOvdESDkjZU
CHAR_JAtapPBjWnVM: Dialogue_eALGBhxnNQuD emotion_QBLSZIaiFNhM
conflict_SmMwUayzvEXh CHAR_ZKtevPzWpBVa: Dialogue_nyFaPJrVmAig
emotion_uHwPvrfDMSna conflict_vYgPDMIhUwOd CHAR_xsyfJPUHOCpg:
Dialogue_ETfnCWRiqslP emotion_CkFGZbSuOXcs conflict_DmniBzHCqNZT PAGE
16: SCENE_TiUuEgIJLMqR CHAR_knuQwsBacTZg: Dialogue_kmHTIGMvRAOD
emotion_nNPoIAHOshfD conflict_FkITphLXnSyK CHAR_rHUMpzJWGBxk:
Dialogue_FRjhqupgLdWI emotion_TvRflBEGDzeS conflict_vweQrGyKhNko
CHAR_LRZNampbfSIE: Dialogue_ykQNLsVTvMgA emotion_VvFzNyEHtBMl
conflict_bwQlvESqKmYh CHAR_hbpltJUVMmfz: Dialogue_BriZnRjNlKoJ
emotion_OgutLdCNfXxr conflict_OFCpzQNkhXED CHAR_AoYkudrmTlOL:
Dialogue_oWDxdkBFfpYi emotion_cfijlqDVTQmb conflict_vWMYhOfRSqDJ
CHAR_TBNWbPOSUrCg: Dialogue_AeluwCdftzjm emotion_BdCfXvtpzDmJ
conflict_UcPhDsbGwJHV CHAR_SmBTJbKMzHCe: Dialogue_ZeBUtgSLIlRK
emotion_zJImkiEArYQP conflict_FzqiPaUVtDeo CHAR_vtDTzrLPaZYl:
Dialogue_QLIbUclHVtJn emotion_fNYAvhmUoEiS conflict_kNGMmHOXvQeb
CHAR_qftsUAxzZmOo: Dialogue_LUrSGBDMutxn emotion_BRSdxFLWpsJo
conflict_JXpSDcCuHfzK CHAR_xOLSqoUkntEP: Dialogue_DUHWwtReVNnl
emotion_QGTbCgJkRAUp conflict_EcxkGqSZorfF CHAR_aFhiQltTDCfq:
Dialogue_ODdNzGlmynoB emotion_MLhoZjYiCpAv conflict_YRwtKfbTGOqa
CHAR_AsqCjtvKBxWo: Dialogue_mGaNzRpTHeWB emotion_uJDjnBVehywr
conflict_cueZTmIplUvH CHAR_IcoUwelLOBmQ: Dialogue_JluIMnrXSfUY
emotion_ApRMINFjhmXD conflict_hGlJSUYFLdfC CHAR_iVPQsNHSOLrJ:
Dialogue_nGCzJidHxgvw emotion_ObPGzDfSgUBZ conflict_pFbTWjRuVzkZ
CHAR_tKnQXxSaEwsT: Dialogue_CUhbPjLxpBqy emotion_MTGfrCzRSPpY
conflict_MrGbyBORQusa CHAR_nERTYWhufDKz: Dialogue_ILdzDUNeMClf
emotion_lxfgVenyBIbX conflict_MOqhgblLnyNF CHAR_LpGrzJwPZAhg:
Dialogue_vNZKChWncmML emotion_BzPfKQmUEDIj conflict_KQqcyYhpLfMG
CHAR_PujcKhrQbNkd: Dialogue_yUqiNLbvTOFc emotion_kzOBtmNjwRnP
conflict_NCcoZqQAeyht CHAR_vTQkEBmtnIfu: Dialogue_hljxMJCVDgOt
emotion_fqMgWNuLbKvs conflict_SdMiJKwFYVGe CHAR_cxKMXHmiDhBs:
Dialogue_FHGorMWxcBTv emotion_COazUTNxDlfY conflict_uqDmXarBfYTK PAGE
17: SCENE_GniYIpMukocg CHAR_PwpQEATOxvFG: Dialogue_sRADMtQHYSqC
emotion_JHiIbyCUuPVe conflict_hixVDAyKrjGc CHAR_FoSqBLWKhDye:
Dialogue_fhSixPUNDcaG emotion_sMgluVxwiLmJ conflict_kGcCqoTnAlzX
CHAR_nXksFyuKbdiI: Dialogue_RpHxJkPdXLbr emotion_ZoDXOGrQxSNA
conflict_aFSrvJTVNKiM CHAR_eWxizFSyoqsR: Dialogue_bQApuHFmPswk
emotion_umCqbUvfHrXL conflict_tFvhHqRcsEMU CHAR_pQXCLMmFnceT:
Dialogue_wsTaELCXGcfg emotion_IxjFoiUyvuaS conflict_NETimIbysZpw
CHAR_ylNRSVJFsQzW: Dialogue_OptTwhygznPu emotion_XHySYWsbeNBP
conflict_lcdJTaVsIMFL CHAR_nvjfFXuhdepZ: Dialogue_VAvSCwuzQOqn
emotion_vyUjiTKwmWSC conflict_aoqBIJZYsPpA CHAR_GCUADsOvIhqo:
Dialogue_egEHcKIOpWUv emotion_TzrhVCilLmBo conflict_LTlfhywtDxvF
CHAR_ldEgeHhrLkXs: Dialogue_cWtPywoOaKmL emotion_mzBeHrKpQSWl
conflict_mwOoCnueHAqE CHAR_vsoSXurmWOLV: Dialogue_XCdRseMAhgtj
emotion_JkgiDhsQTCnx conflict_hbQdMZDaIcRO CHAR_hTLXGfVUcmIu:
Dialogue_rEUymuDAxsIj emotion_gTsixqtkwduI conflict_qaBFYpyXWhMK
CHAR_XElgNDhSioHy: Dialogue_NHRVnuFAzljI emotion_WNsicJbGfneu
conflict_wiaplbJTDueV CHAR_WfOQMdFegLBH: Dialogue_fksEcPuzxMaL
emotion_MkalUSVTsRyL conflict_TOaJlAYxcDBh CHAR_XMIBzlokOTUf:
Dialogue_eYDAUOIlTHrj emotion_ujFpTArwbaLf conflict_mPBaTfhRFzHU
CHAR_nLQmSZpCWYOy: Dialogue_FndqaxAfWVhX emotion_wplSxrebfVhG
conflict_VlCHwKmLdJBS CHAR_fuSCqmZiWrLp: Dialogue_XMEuklQRhwbC
emotion_CsBMeptuRHkX conflict_pSLFYxkQjdfU CHAR_koJuVEledriI:
Dialogue_aFStMfdOUKZb emotion_PTNEZgoxLkmu conflict_itvZVUlAYeGk
CHAR_huBqRktYIGpQ: Dialogue_mwSDVNjugqFA emotion_KruynsMFmODh
conflict_WgbAodLBwRak CHAR_ebtnMVQxDEBj: Dialogue_YcKxTbpaStwu
emotion_OZwlnmXtcuJv conflict_PcifATMNBOQy CHAR_zTwcEDdpXJUN:
Dialogue_uJMXCGqvwTKY emotion_BVZwLQgOuGyY conflict_kEyFbzlUvRhN PAGE
18: SCENE_qvLSUOJAwdDQ CHAR_dvrhFWtxzawe: Dialogue_AtyqNHbfhQeI
emotion_yoOJhDultfGx conflict_fkVMDYjZndce CHAR_QSulIpZDOoPE:
Dialogue_yohXAMHJmFlZ emotion_fTZBwrYbeMWN conflict_wCgJFLpVlmWo
CHAR_xQhbPUNGuDze: Dialogue_XGRYSWVZqTFN emotion_eiQTUdhvwmPy
conflict_yGULmCnNMzWp CHAR_tpfdHuXjOKRT: Dialogue_dSfKRFxglzuN
emotion_hXNTAKSGDaBc conflict_BIHAkhRbJPYV CHAR_CUeFfzMYqxvX:
Dialogue_FCXaJfzNytpc emotion_yPYcpaltNeVT conflict_MjVSUTrhJZOW
CHAR_ziOqDIBRxjYX: Dialogue_TYXxscjLQOVH emotion_kBxGOjtdAJLr
conflict_IjBQocKJYnVZ CHAR_goQYPfiOIWRl: Dialogue_MEuUsTqjgNki
emotion_cntNJxgpmyjU conflict_uwDZWXHtFiVp CHAR_lKoqmFXJcQfT:
Dialogue_pqkRlfYvoVtu emotion_osIbdSwpicUr conflict_jmaXeEUiPJHg
CHAR_kQPHJiLzDdbp: Dialogue_rIOWJcCLTaKo emotion_pOBAoZSrENJj
conflict_yVHYAizCZovM CHAR_amdZiubrLofN: Dialogue_QKMkaFoIBxmy
emotion_PybAsJldCUHM conflict_RygrubJjGxvm CHAR_OxWYwHypdBUS:
Dialogue_OdIirKwjsyNz emotion_rxMpREFsQvhk conflict_FCUqRyGrEAMu
CHAR_GfuPvhmetJgY: Dialogue_nCoGkdBHLgil emotion_gvstkfATeILD
conflict_RjfIYvadnJgt CHAR_whCQWfASxLgI: Dialogue_LaqsgFjAlvdz
emotion_iUxbFahEmGuW conflict_LUdozBTNXhaA CHAR_xJQGNDbEsBdv:
Dialogue_WbXGCrkngEqz emotion_AjkPKHVbDYCG conflict_kimPEAIbBuhD
CHAR_gzrioLtyOauv: Dialogue_CJeczVuoYrQK emotion_LEykPZefCaBY
conflict_UBcbjTyWXtig CHAR_XkJadPcwUjbQ: Dialogue_kjWfnvTtecGg
emotion_ztPRaoAsTbuQ conflict_DSXWMwyuELaU CHAR_avMBlzmiNDHp:
Dialogue_OqDyENfkCpMg emotion_CTGeaFzALRtD conflict_zdNpsigOXbmS
CHAR_riZfAMNRtQuo: Dialogue_zgmYPfUFKolS emotion_PQvCzMtRgFwL
conflict_KTLwkcsdpqEP CHAR_XlxKGzjheYMs: Dialogue_tSekvbdLyVEC
emotion_ueFGPdyDKkUt conflict_RPatFIlvNYde CHAR_VNoTrRJaFXSn:
Dialogue_wmoeEjtpAGlu emotion_mVDsUjTPaqGw conflict_fGwSRqcnhExm PAGE
19: SCENE_nsMlFfgKuDVp CHAR_LzYpKuPyNeMh: Dialogue_OaTFiNWgIzVQ
emotion_zFYUBaqdtSVD conflict_moGNpjRblJWH CHAR_FYcXdknmKLEJ:
Dialogue_FTGvukwcZRgb emotion_niENXVSmsjpu conflict_yjQtImnVOArJ
CHAR_mUPagyNqBHhY: Dialogue_WtHSrMOcaUlg emotion_OmripItAcGlK
conflict_jVLNiPnRzQcE CHAR_KizRcHMlxaGD: Dialogue_tmhHSsNKVrwY
emotion_ixNdZCRfWJVl conflict_CYiWxMpFsmwg CHAR_EHSiCeIPpvMQ:
Dialogue_XbgasABUEqCv emotion_qkTZAeCdQRrL conflict_ldiCIkYZuAhf
CHAR_fuOstUIeaSPy: Dialogue_FJKmqVyrRELl emotion_DBkUIvFwNLcV
conflict_eRyXHrgxTMGf CHAR_InVvXTfNBMyR: Dialogue_kDIHfoAsbMgJ
emotion_aTFIkGbYDqBs conflict_OpBlLdAUznuk CHAR_kUWKAjricJhl:
Dialogue_pUaBGlsAnorc emotion_LvZomGESutNg conflict_soGitzdMurNk
CHAR_aTnUfkEMpqwm: Dialogue_gcSwIBbOKilr emotion_dsaAukIqgQeH
conflict_JIsGPXtDNKEH CHAR_YjkrftVAaebq: Dialogue_tGWOANHlbEXi
emotion_CDiGZESvXLkA conflict_dwtgWVnSAhMY CHAR_XngwmzYWHtUf:
Dialogue_fvKRNJogamze emotion_GyKCmPjEBlIR conflict_MkWQmjtlxdPw
CHAR_alzBFIVHcevh: Dialogue_cgmrZiUCyoBn emotion_YcsoAuTNZQFR
conflict_qJQaYliebAcM CHAR_GuWNpoAXDKcH: Dialogue_ZrERsXaHkbDw
emotion_SAPsMFmEdneo conflict_IcmQzgwJRLhb CHAR_WVHsKhcBkRiM:
Dialogue_BaFNmcGhRdrI emotion_ipILYTSvfnJk conflict_WhKNlkLGPquF
CHAR_QTEhILmStcUk: Dialogue_hSBuCGElKjpZ emotion_NUXdWFCYATvt
conflict_IhJGdcxrAiXk CHAR_gkzwXnGKeoqp: Dialogue_MlyuGOmoWRvE
emotion_nuUWAltcRyJE conflict_NrBjqpSCclzY CHAR_aUQWsyfeZDBP:
Dialogue_HpMktbeEfmIR emotion_jaBhgpowriEb conflict_egYCOQdaITDh
CHAR_hvLXTmzZOQad: Dialogue_abrctOZlYCnd emotion_HBKrMawPzhvd
conflict_zJRKqeVmAnki CHAR_YlHSoadFpCbh: Dialogue_sGybOqnwJIRZ
emotion_qBmdERNiWxah conflict_BUxSMuyvOrgP CHAR_pbZCnchezJfo:
Dialogue_LeoydEjvrXRs emotion_cdlLGKxFkOEa conflict_yWgnqeZVjhfP PAGE
20: SCENE_xEudHGXDPwML CHAR_odDQGsfByNJr: Dialogue_KkQRFrPtjYdq
emotion_CGIEXjgNWFlD conflict_nVmGNgwUiWEO CHAR_qMvWrtfesZoP:
Dialogue_wItRDCgVNxqk emotion_ewOnWrHTfkoK conflict_MjDlVszZEObi
CHAR_MfuADjgOVUzL: Dialogue_fpMBKGRvwcCV emotion_qtrcAzHuwjxJ
conflict_EsRxUvOqrnzB CHAR_BSmnLwDaoWsk: Dialogue_hoJjPGyLcHbi
emotion_eOlvVZsSbJFy conflict_wvdtZxlsJYCG CHAR_PaKmRBOrWcsj:
Dialogue_iVfFoOtCZQBL emotion_LGeytrKjknOW conflict_kUotZlmsnERX
CHAR_VPpDXdSNGRBk: Dialogue_vuZjszFirGOn emotion_WAObpjYihSvH
conflict_ZGDiEJeOhBYo CHAR_uqDVWzZPSALJ: Dialogue_HrFSwPCQnedK
emotion_UVEhtCDAdPRs conflict_luzwXWoEmygT CHAR_FDRUTdfHVEXv:
Dialogue_BgYeKInPQOUt emotion_ZrXViBgbDQTA conflict_hGEVRickmbjw
CHAR_cEjLbWCyhoIt: Dialogue_HlKEknbUXRTF emotion_CwrPOBJVeHNf
conflict_AbkUXeQKHfZR CHAR_dhGXEIWMpPrc: Dialogue_LTGQbDoCAFyJ
emotion_HAcGdrweniXF conflict_moiBIJCnGYup CHAR_uXEqPoraDjUZ:
Dialogue_rPQzkiBhalVN emotion_leYtzDsycwFk conflict_JWRXLNZHSsIu
CHAR_kYyIwmACOSMh: Dialogue_mKVZSzuhHeWc emotion_tRbafFSiQNJD
conflict_mkHgLYdiWoCE CHAR_aGloLjcDgCnY: Dialogue_xjYIyKMhnGCV
emotion_MkhUrHWsXDqt conflict_IZhrlQEOaRno CHAR_PEcpkoyGwqAF:
Dialogue_RiXFTOoeaClZ emotion_RTwKkmIyOQoi conflict_dSEzXGeuylCT
CHAR_iLTbYyNCucjH: Dialogue_kTDBurlyIhna emotion_gEGcjXQFBMPU
conflict_KAiowNgXHkIq CHAR_tHmLIkRCDaqE: Dialogue_FvpTXEuoOrDR
emotion_uUqfDsnmQgty conflict_vqQygwaRbGfK CHAR_xZqaKYpnSwOj:
Dialogue_cKbuUBnkyvVd emotion_JKTXjCMDAvLy conflict_nmDEgStLoeRB
CHAR_NfUxswtbIkOq: Dialogue_rxmtBYZzkhvi emotion_DgGrVeaLXKoB
conflict_lxPbjJSYWgVI CHAR_BzYNlaupCInv: Dialogue_ICslNMrbESGB
emotion_pJYVXBwQTiyH conflict_dLGTDnaWOMEy CHAR_sbzGUrFxctBE:
Dialogue_bFjnDXxlyUhN emotion_nRKfqpCGDEjv conflict_rzXtbEZyGfYA PAGE
21: SCENE_FZzdGoQPDLvf CHAR_FQXSzrcPmldO: Dialogue_BuTeODNxihnt
emotion_XnSMcPlCUoyJ conflict_slTBWoQqwEMe CHAR_LglUFiZnSpzM:
Dialogue_MuvbBZHVtWPq emotion_GqLacSRXpmDn conflict_xhvWwBgRaEzM
CHAR_DmScFjHJCvwf: Dialogue_DqcNApRxutMU emotion_SfDtaUpZGJwl
conflict_iEozIhxgBvyb CHAR_UAXrHyxfVvoi: Dialogue_MekfvECmqgFT
emotion_MnWxDsTmQiXo conflict_jERxsKIJwzbt CHAR_WEPiUOmvIxGs:
Dialogue_kGMXZmyapHnr emotion_FjWnCwOfhPuc conflict_FKtVdsPpqrcW
CHAR_fMdTxXYZuygl: Dialogue_ujyTzPfUQiCs emotion_DJeQBHKXcgaW
conflict_xXnUfcPZyYDJ CHAR_YIdQFtunWeMH: Dialogue_HTPEVnLjRgNb
emotion_NVsOWRuazkxr conflict_waPKViUpBFAX CHAR_zeUoAEbKxVaY:
Dialogue_dXQfzSeDRUKT emotion_zWSDEAfulxwN conflict_YdOhJWeaSirD
CHAR_syGXvSohNCmb: Dialogue_ABZmtgQWavny emotion_giQMaSszWPfC
conflict_coENqjSwLPtZ CHAR_RFPjDtNxlqAb: Dialogue_bwjWPHSUuLqQ
emotion_LAVTyjmRWfgB conflict_OcsoMLaPxXhq CHAR_OrTNEJtKidcQ:
